end_station_name,member_casual,end_lat,end_lng,total_trips
Damen Ave & Grand Ave,casual,41.891314083665755,-87.676830786559648,1097
Central Park Ave & North Ave,casual,41.909662938656538,-87.7166231746266,706
Chicago Ave & Sheridan Rd,casual,42.050484640449447,-87.67781301448845,1691
Sheridan Rd & Noyes St (NU),casual,42.0582246911315,-87.677425706269119,1090
Dodge Ave & Mulford St,casual,42.023492105263159,-87.699600961152882,399
Sheridan Rd & Lawrence Ave,member,41.969501169104319,-87.654686748582748,2940
Western Ave & Howard St,casual,42.01889418652226,-87.690038107701568,277
Ridge Blvd & Touhy Ave,casual,42.012122942613388,-87.682911522453608,265
University Library (NU),casual,42.05293190589569,-87.673431985260763,882
Evanston Civic Center,casual,42.057039092461729,-87.6865621360424,566
Eastlake Ter & Rogers Ave,member,42.020884940580586,-87.66507663487188,1872
Noble St & Milwaukee Ave,casual,41.900675165856285,-87.662579586169656,2468
Clark St & Touhy Ave,member,42.012567112439939,-87.674350576509312,433
Chicago Ave & Dempster St,casual,42.0416928144294,-87.68068452237253,961
Chicago Ave & Washington St,member,42.032572257999668,-87.6791225580479,2073
Museum of Science and Industry,member,41.791823170191456,-87.583966509248086,1435
Ashland Ave & Lake St,member,41.8859216258541,-87.667165925207755,1805
Seeley Ave & Roscoe St,member,41.943415088108324,-87.679613841117188,2548
Monticello Ave & Irving Park Rd,member,41.954003744206375,-87.7191142746387,730
Albany Ave & Montrose Ave,member,41.96099387522046,-87.70581077351558,1134
Clark St & Jarvis Ave,member,42.015890575480547,-87.674958158462246,711
Chicago Ave & Dempster St,member,42.041713610488394,-87.680692114224726,1249
Sheffield Ave & Wrightwood Ave,member,41.92870333719376,-87.653818870824068,6735
California Ave & Cortez St,casual,41.900368903831705,-87.696701831204635,1331
Albany Ave & Bloomingdale Ave,casual,41.914010810992195,-87.705126090233549,1296
Budlong Woods Library,casual,41.983670509890089,-87.696414515873087,529
Glenwood Ave & Touhy Ave,casual,42.012590197121817,-87.66601794009371,498
Southport Ave & Clybourn Ave,casual,41.920789276217775,-87.66371151270296,1745
Clark St & Elmdale Ave,member,41.990516061483206,-87.6698001922929,1986
Clark St & Leland Ave,casual,41.967091195753625,-87.667415873852846,2143
Western Ave & Division St,member,41.902897897226445,-87.687296774506052,2632
Smith Park,member,41.892037116855526,-87.689289798866852,706
South Shore Dr & 74th St,member,41.762333094023518,-87.559363754207652,305
Albany Ave & Montrose Ave,casual,41.961029626278112,-87.705856249488761,652
Morgan St & 18th St,casual,41.8580884064554,-87.65108505387326,1420
Sheffield Ave & Kingsbury St,casual,41.910533690778486,-87.653116235549618,2993
Drake Ave & Fullerton Ave,member,41.9243953129088,-87.715424079050493,1568
Smith Park (*),member,41.89201216589862,-87.689399239631342,217
Austin Blvd & Lake St,member,41.887910498671978,-87.774357827357235,251
Richmond St & Diversey Ave,member,41.931865783486892,-87.701159510699028,1001
Damen Ave & Charleston St,member,41.920088193175523,-87.677872135520474,2408
Valli Produce - Evanston Plaza,member,42.039718229047622,-87.699418672380958,700
Marshfield Ave & Cortland St,casual,41.916017185334773,-87.668877402620723,1857
Sheridan Rd & Lawrence Ave,casual,41.96949343198046,-87.654685038989115,1774
Sedgwick St & North Ave,member,41.91138669745947,-87.638682597148076,6744
California Ave & North Ave,member,41.910430332955585,-87.697169514430328,2206
Leavitt St & North Ave,casual,41.910326268038368,-87.682336426672563,1627
Central Park Ave & North Ave,member,41.909672505689073,-87.7166206750161,480
Southport Ave & Irving Park Rd,casual,41.95417284108526,-87.664354087060218,1677
Larrabee St & North Ave,member,41.910190765307249,-87.64350309460653,3016
Archer (Damen) Ave & 37th St,casual,41.826710086230413,-87.683137751192916,489
Greenwood Ave & 97th St,casual,41.718724786529251,-87.59700063506213,73
South Shore Dr & 71st St,member,41.766547525457725,-87.565765840925977,1014
Union Ave & Root St,member,41.819133388288286,-87.643282077027024,370
Greenview Ave & Jarvis Ave,member,42.015969836544251,-87.668583157936951,1661
California Ave & 21st St,member,41.853802330644363,-87.695734041978,600
Millard Ave & 26th St,member,41.8445727966337,-87.715929078207679,117
Millard Ave & 26th St,casual,41.844576392412748,-87.715939632243987,292
Damen Ave & Clybourn Ave,casual,41.931892799690651,-87.677843429105451,1293
Larrabee St & Division St,casual,41.903493072684128,-87.643348092673278,3131
Ellis Ave & 60th St,casual,41.785117204029874,-87.601067068516954,1926
Ellis Ave & 55th St,casual,41.794291964258768,-87.601447267333072,1270
DuSable Museum,casual,41.791572130946363,-87.607864621363717,259
Lake Park Ave & 56th St,member,41.793243998759905,-87.587787683978163,3360
Lake Park Ave & 56th St,casual,41.793241070803717,-87.587781661654844,1829
Dorchester Ave & 49th St,member,41.805859580112042,-87.592474190756292,595
Eberhart Ave & 61st St,casual,41.784139571082953,-87.613284963941,357
Ellis Ave & 53rd St,member,41.799333192170728,-87.600974139077081,2830
Harper Ave & 59th St,member,41.78796390583382,-87.588337971285057,1639
Cornell Ave & Hyde Park Blvd,member,41.802438534436732,-87.586932327282426,3746
63rd St Beach,member,41.781152015101483,-87.576168611698833,939
Wentworth Ave & 63rd St,casual,41.780082106991244,-87.629738622327622,105
Woodlawn Ave & 55th St,member,41.7953007210467,-87.596508464381415,2363
Ellis Ave & 58th St,casual,41.788748476162333,-87.601323443262416,846
Wood St & 35th St,member,41.830107747324213,-87.670300060433433,354
Greenwood Ave & 47th St,casual,41.809832685170065,-87.599372258911572,1225
Greenwood Ave & 47th St,member,41.809831744708994,-87.599376797241135,882
Lincoln Ave & Diversey Pkwy,casual,41.932219065311749,-87.658610100190529,3149
Wacker Dr & Washington St,casual,41.88315832123488,-87.637317861597836,1598
Prairie Ave & Garfield Blvd,member,41.794878014652014,-87.618704031135536,273
Washtenaw Ave & Lawrence Ave,member,41.9689540924408,-87.6960507675774,1830
Larrabee St & Armitage Ave,casual,41.918092771813363,-87.643748421282254,2636
Marine Dr & Ainslie St,member,41.971572313562227,-87.650157693907616,4864
Elston Ave & Wabansia Ave,casual,41.912871682257361,-87.664181209046987,759
Talman Ave & Addison St,member,41.946621822524051,-87.694622986568035,1386
Lincoln Ave & Addison St,member,41.946183378265104,-87.67330562085769,1710
California Ave & Division St,casual,41.903023619649588,-87.697479771457068,1503
California Ave & Lake St,member,41.884466363881415,-87.696286263331459,428
Clarendon Ave & Junior Ter,casual,41.960993357591853,-87.649587206684373,3765
Stony Island Ave & 90th St,casual,41.731390691065435,-87.585822199961129,25
Shields Ave & 28th Pl,casual,41.842731518939395,-87.635498017217643,484
Eberhart Ave & 61st St,member,41.784137413253987,-87.6133081929521,128
Indiana Ave & 40th St,casual,41.821683752508356,-87.621588341137127,299
Lakefront Trail & Bryn Mawr Ave,casual,41.983948161063822,-87.6522831454473,6450
Larrabee St & Menomonee St,casual,41.914689269041418,-87.643319431798446,1151
Eberhart Ave & 131st St,casual,41.657990248888169,-87.6107727783563,14
Central Park Ave & Ogden Ave,casual,41.854062897780338,-87.715159442048773,277
Walsh Park,casual,41.914607031367794,-87.667969622509432,1238
Dorchester Ave & 63rd St,member,41.780443736006951,-87.591329538957709,283
Leavitt St & Division St,member,41.902996651566468,-87.683799348856923,1181
State St & 79th St,casual,41.750794989071039,-87.624424758652083,183
Central Park Ave & Elbridge Ave,casual,41.935351522746394,-87.716839025455116,713
Sacramento Blvd & Franklin Blvd,casual,41.890486353945391,-87.702613541438467,115
Fairfield Ave & Roosevelt Rd,member,41.866629267195769,-87.69448610383597,252
Spaulding Ave & Division St,casual,41.902712144695279,-87.709211292577578,711
Michigan Ave & 114th St,casual,41.68702376408919,-87.621116828788914,15
Clark St & Jarvis Ave,casual,42.015971669988936,-87.675003996124033,301
Sheridan Rd & Greenleaf Ave,member,42.010588089911018,-87.662410574859862,1312
Austin Blvd & Madison St,member,41.880282642857139,-87.774470584126959,105
Kedzie Ave & Foster Ave,member,41.975671671091447,-87.70927288908554,565
Keystone Ave & Montrose Ave,member,41.961100660185728,-87.728971930178389,290
Central Park Ave & Elbridge Ave,member,41.935309660039678,-87.7168810229511,893
Claremont Ave & Hirsch St,member,41.907809248151082,-87.685875695324881,1262
Winchester Ave & Elston Ave,member,41.924071712749743,-87.676455668816772,1768
Richmond St & Diversey Ave,casual,41.931890066716868,-87.7011724925174,912
Milwaukee Ave & Rockwell St,member,41.920201254883182,-87.692811761873941,2346
Keystone Ave & Fullerton Ave,casual,41.924569240595616,-87.727817172152584,638
Troy St & North Ave,casual,41.909783975416715,-87.705290548876221,1501
South Chicago Ave & 83rd St,casual,41.743915625,-87.575218403846165,52
Cottage Grove Ave & Oakwood Blvd,casual,41.822968502567392,-87.607071084082165,1558
Albany Ave & 26th St,casual,41.844480741592434,-87.7020131473628,208
Cottage Grove Ave & 43rd St,member,41.8164985577859,-87.606586086982986,548
Cottage Grove Ave & 47th St,casual,41.80987510848253,-87.606779258525165,782
California Ave & 23rd Pl,member,41.849103783267715,-87.695124966492585,658
Knox Ave & Montrose Ave,casual,41.960630766260159,-87.745371316395648,246
Milwaukee Ave & Cuyler Ave,member,41.9544815425056,-87.749592897837431,447
Avondale Ave & Irving Park Rd,casual,41.953403658576057,-87.731989004854356,412
Kildare Ave & Montrose Ave,casual,41.961084397584543,-87.735692481642516,345
Kildare Ave & Montrose Ave,member,41.96107893726937,-87.735688062115614,271
MLK Jr Dr & 56th St,member,41.793544126711623,-87.61573563687341,203
South Shore Dr & 74th St,casual,41.762272549437306,-87.559329693603061,482
WATSON TESTING - DIVVY,casual,41.894742214285714,-87.730890619047614,14
Southport Ave & Clark St,member,41.9570876508823,-87.664200206977512,2059
Kedzie Ave & Bryn Mawr Ave,member,41.982383613053543,-87.708910410804734,592
Milwaukee Ave & Grand Ave,casual,41.891568874164896,-87.648368328696051,4241
Ada St & Washington Blvd,casual,41.88282750270416,-87.661175867946653,1849
Stony Island Ave & 64th St,member,41.778956448717949,-87.586379565527082,117
W Armitage Ave & N Sheffield Ave,member,41.92,-87.65,27
Glenwood Ave & Touhy Ave,member,42.012703686176842,-87.666071644250749,803
Dodge Ave & Mulford St,member,42.023498742052674,-87.699601137602173,367
Damen Ave & Foster Ave,casual,41.975592781766174,-87.679461321844457,1283
Ridge Blvd & Touhy Ave,member,42.012121524881309,-87.682901645471034,244
Damen Ave & Clybourn Ave,member,41.931928824227462,-87.677856486664311,2837
Western Ave & Lunt Ave,casual,42.008596675681353,-87.690487993199085,436
Clark St & Schreiber Ave,casual,41.999215920561966,-87.67134355774904,768
Kimball Ave & Belmont Ave,member,41.939401184782604,-87.711556983781932,966
Racine Ave & Fullerton Ave,casual,41.92557226187779,-87.658418530298121,2471
Wells St & Walton St,casual,41.899943878368695,-87.634426135723245,2074
Ashland Ave & Grand Ave,member,41.891079849833716,-87.666606865950385,2606
Canal St & Monroe St,casual,41.881684764385426,-87.639406850187257,979
Sedgwick St & Huron St,casual,41.894671732989551,-87.63838989729264,2327
Damen Ave & Charleston St,casual,41.920076836889656,-87.677868342560558,1734
Dorchester Ave & 63rd St,casual,41.780406162614661,-87.5914100800075,614
Wood St & Chicago Ave (*),member,41.895604915173237,-87.672095518518489,837
Kedzie Ave & Roosevelt Rd,member,41.866500930282612,-87.70649212266305,92
Knox Ave & Montrose Ave,member,41.960630725124382,-87.745377370024883,268
Milwaukee Ave & Cuyler Ave,casual,41.954477725871861,-87.749591560827255,411
Drake Ave & Montrose Ave,casual,41.961170505639259,-87.716444846816415,435
Troy St & Elston Ave,casual,41.945230030034608,-87.706645448146986,665
Smith Park (*),casual,41.8920282857143,-87.68939823214285,112
Elizabeth (May) St & Fulton St,casual,41.886621984330574,-87.65806307548938,1129
Ashland Ave & Lake St,casual,41.885919109465739,-87.6671711351626,1148
Calumet Ave & 51st St,casual,41.802289299554914,-87.618064806226656,550
State St & 35th St,casual,41.830979538886119,-87.627161799853312,644
Damen Ave & Melrose Ave,member,41.940591567506672,-87.6785030573653,1627
Wood St & Chicago Ave,casual,41.895637104259265,-87.672074118333327,900
State St & 95th St,casual,41.721707471333325,-87.622851021333332,50
MLK Jr Dr & 83rd St,casual,41.743110225694437,-87.614803090277775,48
Campbell Ave & Fullerton Ave,member,41.924630477307723,-87.689285585899867,1922
Lincoln Ave & Addison St,casual,41.946167078867539,-87.673287097573308,989
Leavitt St & Belmont Ave (*),casual,41.93938584615384,-87.683294461538466,104
Lincoln Ave & Waveland Ave,casual,41.948796737662619,-87.675274415657256,1486
Damen Ave & Sunnyside Ave,casual,41.963260654616015,-87.679270606209144,816
Leavitt St & Belmont Ave,member,41.939351702599389,-87.68324008119265,1090
Leavitt St & Belmont Ave (*),member,41.939392447761193,-87.683297044776126,402
Broadway & Belmont Ave,casual,41.940112988770331,-87.645459787558451,5061
Harper Ave & 59th St,casual,41.787934856204984,-87.588319250382042,571
Lakefront Trail & Wilson Ave,member,41.965832545052386,-87.645375668180051,4295
Pulaski Rd & Congress Pkwy,casual,41.87432674122806,-87.72575934649123,114
Sawyer Ave & Irving Park Rd,casual,41.953586378088758,-87.7093053820694,598
Western Ave & Roscoe St,casual,41.943037844380946,-87.687283680571426,875
California Ave & North Ave,casual,41.910440201959545,-87.69716936757267,1582
Drake Ave & Fullerton Ave,casual,41.924395235917437,-87.715432179894734,969
Leavitt St & Chicago Ave,casual,41.8954977747118,-87.682005704439547,1359
Kilbourn Ave & Irving Park Rd,member,41.9536462752443,-87.740377412052112,307
Vernon Ave & 79th St,casual,41.750947068627454,-87.613726894117633,85
State St & 79th St,member,41.7508035719697,-87.624415109848485,44
Halsted St & 73rd St,casual,41.761612837383829,-87.644151122734485,28
Ashland Ave & 69th St,casual,41.768724983870975,-87.66407125268816,62
Vernon Ave & 75th St,member,41.758378211934158,-87.6141180473251,81
Morgan St & Pershing Rd,casual,41.823617134751778,-87.650923198581538,47
Shields Ave & 28th Pl,member,41.842717079695085,-87.635482571379086,481
Burling St & Diversey Pkwy,member,41.933118563791325,-87.647756590650829,1936
Bradley Park,casual,41.717886791969008,-87.564614192511,32
Big Marsh Park,casual,41.686030555559419,-87.573123607838085,70
Big Marsh Park,member,41.686131545777542,-87.57310959533811,34
Elizabeth St & 47th St,casual,41.808396315920405,-87.656525502487568,67
Western Ave & Leland Ave,casual,41.966491323466926,-87.688375954633088,1500
Racine Ave & 65th St,casual,41.775397701754386,-87.654308342105253,57
Princeton Ave & Garfield Blvd,member,41.794984625313283,-87.633097260651638,133
Laflin St & Cullerton St,casual,41.854933889879057,-87.663550746534668,809
Damen Ave & Cullerton St,casual,41.855044948258417,-87.6757336596492,1093
California Ave & 23rd Pl,casual,41.849111384251941,-87.695132258838512,277
Racine Ave & 35th St,casual,41.830694694875184,-87.655952312134133,335
Cottage Grove Ave & 51st St,casual,41.803030199887388,-87.606612163475987,888
Calumet Ave & 51st St,member,41.802293354100364,-87.618073261075153,275
Lake Park Ave & 47th St,member,41.80949773627907,-87.591863646511641,1075
Ashland Ave & Blackhawk St,casual,41.907077567383652,-87.667232833211813,2743
Leavitt St & Division St,casual,41.902995037414961,-87.683801752834455,441
Wood St & Augusta Blvd,casual,41.8991919941127,-87.672200364451939,1189
Franklin St & Chicago Ave,casual,41.896748394796859,-87.635679822163965,2516
Kingsbury St & Erie St,casual,41.893796823196695,-87.641685574668259,4001
Claremont Ave & Hirsch St,casual,41.907781938448572,-87.685861465711085,593
Paulina St & Flournoy St,casual,41.87301849615654,-87.669064383822487,954
Malcolm X College,casual,41.877613918604652,-87.6738871138566,344
Ellis Ave & 83rd St,casual,41.744132281073455,-87.599051473163854,118
Halsted St & Roosevelt Rd,casual,41.867321760312947,-87.648647422712173,703
Racine Ave & 13th St,member,41.865070881405565,-87.656972741093213,683
Western Ave & 21st St,casual,41.854110665137611,-87.685833232033644,436
Kedzie Ave & 24th St,casual,41.84819580165545,-87.705407156420591,136
Washtenaw Ave & Ogden Ave,casual,41.861933514588273,-87.693432731868981,254
Fairfield Ave & Roosevelt Rd,casual,41.866621224926256,-87.69452476032447,226
Central Park Blvd & 5th Ave,member,41.875702870370368,-87.7154838611111,54
Kosciuszko Park,member,41.9305953235194,-87.723700137219851,1172
California Ave & Division St,member,41.903020672883692,-87.69748106581261,2654
Christiana Ave & Lawrence Ave,casual,41.96832696429508,-87.711776427983025,628
Manor Ave & Leland Ave,member,41.965875588153111,-87.700811835289173,1193
Ashland Ave & 63rd St,casual,41.77937704888889,-87.664838606666692,75
Sedgwick St & Schiller St,member,41.907611813347231,-87.63855293925964,1918
Manor Ave & Leland Ave,casual,41.965872900072149,-87.70081480844155,462
Drake Ave & Addison St,member,41.947317888751037,-87.71759523862697,403
Winthrop Ave & Lawrence Ave,casual,41.968818060018151,-87.657652139664179,1469
Christiana Ave & Lawrence Ave,member,41.968307157734749,-87.711766683618961,706
Ashland Ave & Wellington Ave,casual,41.936087077831459,-87.66981692512077,1242
Racine Ave & 13th St,casual,41.865040857495075,-87.657001011341222,338
Kedzie Ave & 21st St,member,41.853524405453463,-87.705078629372267,154
Winchester Ave & Elston Ave,casual,41.924093038784569,-87.67646611502353,971
Kedzie Ave & Lake St,casual,41.884512423654975,-87.70625634287083,273
Cottage Grove Ave & 67th St,casual,41.77372016258537,-87.60563064207318,164
Seeley Ave & Garfield Blvd,casual,41.794090627906975,-87.675484139534873,86
Leavitt St & Archer Ave,member,41.828790932170726,-87.680605639725229,296
Kedzie Ave & Chicago Ave,member,41.895481652039763,-87.706125540560791,794
Ashland Ave & Garfield Blvd,casual,41.792846729166662,-87.664077302083328,96
Cicero Ave & Quincy St,casual,41.877622829113918,-87.745397784810152,158
Stony Island Ave & 71st St,casual,41.76649492700686,-87.586467032573537,340
Stony Island Ave & 64th St,casual,41.778882742009131,-87.58664225,292
Central Ave & Lake St,casual,41.887668991954015,-87.765471562068953,145
Conservatory Dr & Lake St,casual,41.88549723975045,-87.7168653181818,374
Laramie Ave & Madison St,casual,41.880209717857127,-87.755338364285734,140
Kedzie Ave & 21st St,casual,41.853528300308618,-87.705077788512469,163
Damen Ave & Madison St,casual,41.881378980354064,-87.674920273531967,772
Damen Ave & Madison St,member,41.881388172460404,-87.674911576284273,863
Pulaski Rd & Eddy St (Temp),member,41.946278291666665,-87.731023779209607,388
Leavitt St & Lawrence Ave,casual,41.968887270270272,-87.683960729189181,925
Elizabeth (May) St & Fulton St,member,41.88660808621011,-87.658057636323392,2702
Racine Ave & Randolph St,casual,41.884076903386138,-87.656866964585276,1073
Burling St & Diversey Pkwy,casual,41.933122364517494,-87.647759570796467,791
Western Ave & Granville Ave,casual,41.994170297312749,-87.689428647341046,605
Sedgwick St & Schiller St,casual,41.907619307005504,-87.6385529573031,1456
Wood St & 35th St,casual,41.830108996836522,-87.670303715160287,406
Prairie Ave & 43rd St,member,41.816670994070122,-87.619407133651222,371
Shields Ave & 43rd St,casual,41.816206916203072,-87.634816982542318,26
Central Ave & Chicago Ave,casual,41.8949578163482,-87.76490842569001,157
McCormick Place,casual,41.851393499698247,-87.61883410868343,720
Hoyne Ave & Balmoral Ave,member,41.9798683963964,-87.681922327262043,851
Halsted St & 35th St,member,41.830672266790287,-87.6471699686856,809
Damen Ave & Pershing Rd,casual,41.823194141089104,-87.6765976439769,404
South Shore Dr & 71st St,casual,41.76652416857015,-87.565767571503955,1138
Jeffery Blvd & 67th St,member,41.77351766664971,-87.577193353413762,172
Jeffery Blvd & 71st St,member,41.766621026154205,-87.576442941011976,206
Rainbow Beach,casual,41.7578735399164,-87.549384762975791,289
Rainbow Beach,member,41.757949696836469,-87.549522021367522,117
Commercial Ave & 83rd St,member,41.74576431944444,-87.551891335317464,84
Lincolnwood Dr & Central St,casual,42.064850163622523,-87.715302877473363,219
Wolcott Ave & Fargo Ave,member,42.016992061904759,-87.677709675238091,175
Ridge Blvd & Howard St,member,42.0192741716954,-87.68451166307473,232
Central Ave & Madison St,member,41.8801246107595,-87.763142618143462,158
Calumet Ave & 21st St,casual,41.854189699467106,-87.61916417251804,1192
Cottage Grove Ave & 43rd St,casual,41.816591498073223,-87.606586248314059,692
Damen Ave & Walnut (Lake) St (*),member,41.885989786279687,-87.677001875989475,379
New St & Illinois St,member,41.890819439033706,-87.618709752756089,1120
Shields Ave & 31st St,casual,41.838466321394456,-87.635390474689615,349
Warren Park East,casual,42.004552636850981,-87.680673773913881,572
Jeffery Blvd & 76th St,casual,41.75755141876509,-87.576006510388524,195
Winchester (Ravenswood) Ave & Balmoral Ave,casual,41.979767477027025,-87.677531748198177,370
Central Park Blvd & 5th Ave,casual,41.875685837937382,-87.715469744014726,181
Wood St & Chicago Ave (*),casual,41.895613783783787,-87.672087432432434,148
Clark St & Lunt Ave,casual,42.009078273400668,-87.674226506060592,495
Dorchester Ave & 49th St,casual,41.805802386093639,-87.592576008036346,477
Lincoln Ave & Winona St,casual,41.974897825649514,-87.69246953740064,734
Leavitt St & Archer Ave,casual,41.828789966543326,-87.68060307609305,389
Elmwood Ave & Austin St,member,42.025847594658551,-87.6840981974307,493
Greenwood Ave & 91st St,casual,41.728603936185145,-87.597281305538075,26
Leavitt St & Addison St,casual,41.946644126096494,-87.6833611430921,608
Prospect Sq & 91st St,casual,41.728136836585371,-87.667563599186991,123
Bernard St & Elston Ave,member,41.94984669727139,-87.713823536135692,452
Wentworth Ave & Cermak Rd (Temp),casual,41.853000045662107,-87.630599799086752,219
Leavitt St & Armitage Ave,casual,41.917803438481073,-87.682427793513369,1444
St. Louis Ave & Fullerton Ave,member,41.92482227866428,-87.7144867942104,225
Avers Ave & Belmont Ave,member,41.939403107197549,-87.723574455844812,653
Oakley Ave & Irving Park Rd,casual,41.954328039210047,-87.686076825917965,733
Cherry Ave & Blackhawk St,member,41.907206333017086,-87.65560499051233,527
Southport Ave & Clark St,casual,41.957082725570778,-87.664198395890409,730
Halsted St & 37th St,member,41.82709543760064,-87.645726921095,414
Racine Ave & Washington Blvd (*),member,41.883098024390236,-87.656996487804875,615
Baltimore Ave & 87th St,casual,41.737340612590586,-87.548511905153333,46
Kostner Ave & Adams St,casual,41.877914074561396,-87.735764629385969,76
Kostner Ave & Adams St,member,41.877916953623178,-87.735814244927525,115
Kostner Ave & Lake St,casual,41.885927833333326,-87.735401291666662,36
Central Ave & Harrison St,member,41.873062350000012,-87.762534991666655,40
Pulaski Rd & Lake St,casual,41.885402135135138,-87.72633955855855,111
Evans Ave & 75th St,member,41.758497434959345,-87.606405052845517,41
MLK Jr Dr & 83rd St,member,41.743109263681596,-87.614802562189055,67
Wells St & 19th St,member,41.856798045439312,-87.633864510228022,994
Western Ave & Fillmore St (*),casual,41.868594861111113,-87.686204722222229,72
Western Ave & Fillmore St (*),member,41.868595318734791,-87.686204301703157,411
Cherry Ave & Blackhawk St,casual,41.9072124530686,-87.655616623345381,277
Malcolm X College,member,41.877609180585296,-87.673834362241251,467
Houston Ave & 92nd St,member,41.7282027252557,-87.549718505442655,14
Bernard St & Elston Ave,casual,41.949923102513225,-87.71393519246034,252
Western Blvd & 48th Pl,member,41.80570813703703,-87.683387192592591,180
Smith Park,casual,41.892053051124741,-87.689290426380353,489
Artesian Ave & Hubbard St,casual,41.8894998791202,-87.688209610552974,387
Damen Ave & Walnut (Lake) St,casual,41.885957276214832,-87.676984443734014,391
Ada St & 113th St,casual,41.687379,-87.655458952380968,14
Campbell Ave & Fullerton Ave,casual,41.9246288749283,-87.6893056194155,1259
May St & 69th St,casual,41.768928173913046,-87.652926014492763,46
Campbell Ave & Montrose Ave,casual,41.961530611359542,-87.691200528859966,568
Ravenswood Ave & Irving Park Rd,casual,41.954679182459117,-87.673874464890019,1182
Halsted St & Archer Ave,casual,41.847199714563857,-87.64680124376946,428
California Ave & 21st St,casual,41.853848368254965,-87.6957169914033,289
Halsted St & 63rd St,member,41.7793934197613,-87.644613467646749,92
Kilbourn Ave & Irving Park Rd,casual,41.953729875565614,-87.740607422322782,221
Prairie Ave & Garfield Blvd,casual,41.7948630345805,-87.618699176303849,294
MLK Jr Dr & 56th St,casual,41.79343234121356,-87.615857241010616,204
Cornell Dr & Hayes Dr,member,41.7805943030303,-87.584861206709974,154
State St & Pershing Rd,member,41.823089162866331,-87.626572496328379,202
Halsted St & 59th St,casual,41.787536448717951,-87.644879929487175,52
Central Park Ave & Ogden Ave,member,41.854090685960173,-87.714854747418855,136
Clark St & Touhy Ave,casual,42.012574086204232,-87.674357361788239,289
Princeton Ave & 47th St,casual,41.809318576220114,-87.633444609252876,116
Burnham Greenway & 105th St,casual,41.704598367687652,-87.52831574100928,33
St. Louis Ave & Balmoral Ave,member,41.980391980349282,-87.716108086001114,303
Maplewood Ave & Peterson Ave,member,41.990234081044683,-87.693357542370109,321
Austin Blvd & Madison St,casual,41.880285264276232,-87.774469213811443,251
Karlov Ave & Madison St,casual,41.880855415123449,-87.727910371913609,108
Normal Ave & Archer Ave,member,41.849547388832484,-87.640570730964484,985
Marshfield Ave & 44th St,casual,41.814001711678827,-87.666588748175172,137
Clinton St & 18th St,casual,41.857954388036809,-87.640825443507154,652
Pulaski Rd & Eddy St (Temp),casual,41.946268313186813,-87.73102266804031,364
Walden Pkwy & 100th St,casual,41.712216235666212,-87.667727870650566,22
Hermitage Ave & Polk St,casual,41.871512909618573,-87.669882254560534,402
Ashland Ave & 74th St,casual,41.759230242710075,-87.663478295208563,11
Halsted St & 78th St,casual,41.752496722031339,-87.643838002104118,45
Austin Blvd & Chicago Ave,casual,41.894891746781113,-87.7746409728183,233
Princeton Ave & 47th St,member,41.809314397645529,-87.633439855144644,159
Vernon Ave & 75th St,casual,41.7583735,-87.61414547067902,108
Cottage Grove Ave & 67th St,member,41.773718355778293,-87.6056232877311,119
Cottage Grove Ave & 83rd St,casual,41.74343431629628,-87.604833063703708,225
Stony Island Ave & 75th St,member,41.758680723021705,-87.586901044923223,178
Elizabeth St & 47th St,member,41.808401049382709,-87.656518820987657,27
W Oakdale Ave & N Broadway,casual,41.94,-87.64,164
Stony Island Ave & 67th St,member,41.773468093375882,-87.585324114461429,89
Cottage Grove Ave & 63rd St,member,41.780603245764731,-87.606077610649592,204
Bennett Ave & 79th St,casual,41.751793825980393,-87.578502840686284,68
2112 W Peterson Ave,casual,41.991178923588038,-87.683587310077527,301
Damen Ave & Walnut (Lake) St,member,41.88598280367232,-87.676997972457642,708
Wabash Ave & 87th St,member,41.736625627083335,-87.622624472916684,80
Hoyne Ave & 47th St,casual,41.808225375925922,-87.677188026851837,180
Central Ave & Lake St,member,41.887679650793658,-87.765475383597888,63
Yates Blvd & 75th St,member,41.758775364583336,-87.566438602083338,80
Central Ave & Chicago Ave,member,41.894965282634033,-87.764907984265733,286
Halsted St & 69th St,casual,41.769062119960282,-87.644613248265969,47
Cornell Dr & Hayes Dr,casual,41.780594758547011,-87.5848573114316,312
Elmwood Ave & Austin St,casual,42.025782748701971,-87.68410613084113,321
Ashland Ave & McDowell Ave,casual,41.808873118840573,-87.664533179710148,115
Wentworth Ave & 24th St (Temp),casual,41.850093105993352,-87.632137762770924,613
Halsted St & 96th St,casual,41.719712768977111,-87.642978085231491,23
Elizabeth St & 92nd St,casual,41.726801287186639,-87.654290633599231,118
Yates Blvd & 75th St,casual,41.758771788194451,-87.566435887152778,192
Stony Island Ave & 75th St,casual,41.758672294866344,-87.586973396678644,195
Wabash Ave & 83rd St,casual,41.743310037037041,-87.622832379629628,90
Kilbourn Ave & Milwaukee Ave,member,41.948812990990987,-87.740007250563053,296
Greenwood Ave & 79th St,casual,41.7512933946932,-87.597557898009953,201
Princeton Ave & Garfield Blvd,casual,41.794981293055557,-87.63309824861112,120
Stony Island Ave & South Chicago Ave,casual,41.75117140625,-87.585333145833346,80
State St & 95th St,member,41.7217302625,-87.622855408333336,24
Dodge Ave & Church St,member,42.048307077218723,-87.698261043675757,477
Throop St & Taylor St,casual,41.86893305327245,-87.65907210502283,219
