start_station_name,member_casual,start_lat,start_lng,total_trips
South Chicago Ave & 83rd St,casual,41.743916548717948,-87.575217887179491,65
Throop St & 52nd St,member,41.799666992063486,-87.657204793650791,21
Leavitt St & Belmont Ave (*),member,41.939399128787876,-87.6832996590909,264
Kimball Ave & Belmont Ave,casual,41.9394001917363,-87.711575237929438,718
Leavitt St & Belmont Ave (*),casual,41.9394,-87.6833,30
Clinton St & Polk St,casual,41.871468595638873,-87.6409381239653,267
Calumet Ave & 35th St,member,41.831385337885983,-87.618027711005553,842
Halsted St & 37th St,casual,41.827068685672515,-87.645719463450291,228
Halsted St & 37th St,member,41.827072211701314,-87.645718605850675,433
Princeton Ave & 47th St,member,41.809313282945737,-87.633438643410855,215
Halsted St & 56th St,casual,41.792935910766509,-87.644996239830576,60
Halsted St & 56th St,member,41.79294606349206,-87.6450005873016,21
Halsted St & 51st St,casual,41.801821134328357,-87.645214194029847,67
Western Ave & 28th St,casual,41.84151452234488,-87.6851247796374,82
Stony Island Ave & 75th St,member,41.758680167829191,-87.5868983918061,153
May St & 69th St,member,41.768925166666662,-87.6529256491228,19
Stony Island Ave & 82nd St,casual,41.746564624183009,-87.585999431372557,102
Milwaukee Ave & Rockwell St,casual,41.920203610184885,-87.692790374171054,1349
Greenwood Ave & 47th St,casual,41.809826707686014,-87.599379835104926,1223
Central Park Ave & 24th St,casual,41.848100437649876,-87.715073782973619,139
Central Park Ave & 24th St,member,41.84810145416666,-87.715081679166644,40
Evanston Civic Center,member,42.057031433842241,-87.6865695356234,393
Indiana Ave & 40th St,member,41.821684623001239,-87.62156569249693,271
Normal Ave & Archer Ave,member,41.8495205349406,-87.64059143658281,954
Racine Ave & 15th St,casual,41.861267916666669,-87.656609520609337,558
Kedzie Ave & Roosevelt Rd,casual,41.866497031124496,-87.706495630522085,166
Halsted St & 51st St,member,41.801813740196081,-87.6452091617647,34
63rd St Beach,casual,41.7810192427155,-87.576116659051536,1524
Conservatory Dr & Lake St,casual,41.88549991105122,-87.7168709442947,371
Summit Ave & 86th St,casual,41.737845282828275,-87.644905338383836,33
Kilbourn Ave & Irving Park Rd,casual,41.953729962728552,-87.740570615330512,237
Seeley Ave & Garfield Blvd,casual,41.794090666666662,-87.675484205128186,78
Baltimore Ave & 87th St,member,41.737331339080463,-87.548486655172425,29
Wentworth Ave & Cermak Rd (Temp),casual,41.853000030487806,-87.630599865853668,164
Wentworth Ave & Cermak Rd (Temp),member,41.853000030120484,-87.630599867469869,498
Jeffery Blvd & 71st St,member,41.766616829094161,-87.576440482115373,180
Racine Ave & 15th St,member,41.861271836065583,-87.656610311657573,915
Kedzie Ave & 24th St,member,41.8481956248671,-87.705411629496382,101
Kedzie Ave & 24th St,casual,41.848194759389671,-87.705412747652588,142
Kildare Ave & Montrose Ave,member,41.961081019019012,-87.735692179679674,333
Kildare Ave & Montrose Ave,casual,41.961083835483869,-87.735692950537626,310
Eggleston Ave & 69th St (*),member,41.7689,-87.6359,5
Racine Ave & Washington Blvd (*),member,41.883099809523813,-87.65699966137565,567
Racine Ave & Washington Blvd (*),casual,41.8831,-87.657,29
Indiana Ave & 40th St,casual,41.82168139050701,-87.6215884185545,309
Houston Ave & 92nd St,member,41.728194898365878,-87.549635770389671,11
California Ave & Lake St,casual,41.884465553660746,-87.696296679721655,274
Cottage Grove Ave & 71st St,member,41.765716555555557,-87.604975407407409,18
Pulaski Rd & Congress Pkwy,casual,41.874327328333329,-87.725751628333342,100
Central Ave & Harrison St,member,41.872991901960788,-87.764499039215679,34
Central Park Blvd & 5th Ave,casual,41.875679067484668,-87.715477448875248,163
Bradley Park,casual,41.717896856321843,-87.564624540229886,29
Ellis Ave & 83rd St,casual,41.744119662568309,-87.599029908469944,122
Ashland Ave & 66th St,casual,41.774079355263162,-87.663804798245621,38
South Chicago Ave & Elliot Ave,member,41.747341476190478,-87.580033,7
Troy St & Elston Ave,casual,41.945231427783426,-87.706645375340287,642
Kedzie Ave & Harrison St,member,41.873600972013534,-87.70487512894,95
Major Taylor Trail & 115th St,casual,41.684950131741523,-87.645300926138134,30
Dodge Ave & Main St,casual,42.034632,-87.699188,2
California Ave & 21st St,casual,41.853800779978506,-87.69574157119122,285
Marshfield Ave & 44th St,casual,41.813999588333331,-87.666599641666664,100
Marquette Ave & 89th St,member,41.733665851054482,-87.558411793104625,7
Marquette Ave & 89th St,casual,41.733682189393939,-87.55838471212121,22
Damen Ave & Coulter St,member,41.849197800474258,-87.675637753387548,492
Jeffery Blvd & 76th St,casual,41.757119266666663,-87.575837546341475,205
State St & 76th St,member,41.756991064516129,-87.6246086344086,31
Base - 2132 W Hubbard Warehouse,member,41.889954516074091,-87.680650949478149,1
Phillips Ave & 83rd St,casual,41.74452871994535,-87.565066773224046,122
Kilbourn Ave & Irving Park Rd,member,41.953725627572013,-87.740576478738,243
Central Park Blvd & 5th Ave,member,41.875682516666672,-87.715481250000011,50
Avenue O & 134th St,casual,41.6518987345679,-87.539634456790125,27
Racine Ave & Garfield Blvd,casual,41.794225591706528,-87.655077921052637,209
Racine Ave & Garfield Blvd,member,41.79421318036529,-87.655089947488591,73
Eberhart Ave & 91st St,casual,41.7292659558721,-87.611810980821261,88
Vernon Ave & 75th St,member,41.758378759689919,-87.614119879844964,86
Kenton Ave & Madison St,casual,41.88070731451613,-87.741018395161291,62
Damen Ave & Coulter St,casual,41.849198871485946,-87.675633920348076,249
DuSable Museum,casual,41.791572213457641,-87.607863157225225,246
St. Louis Ave & Balmoral Ave,casual,41.98039338786198,-87.716111111867477,576
Normal Ave & Archer Ave,casual,41.849522105654756,-87.640589433779766,224
Cottage Grove Ave & 83rd St,member,41.743429857142857,-87.604847738095245,21
Ashland Ave & 78th St,member,41.7522455625,-87.663804541666678,8
W Oakdale Ave & N Broadway,casual,41.94,-87.64,217
W Oakdale Ave & N Broadway,member,41.94,-87.64,191
Cicero Ave & Flournoy St,member,41.872119052631582,-87.7466137631579,19
Commercial Ave & 83rd St,member,41.744613596491234,-87.551204377192988,76
Pulaski Rd & Lake St,casual,41.88540319507576,-87.726516592803023,88
Damen Ave & Walnut (Lake) St (*),member,41.885999695652174,-87.677000055900621,161
Woodlawn Ave & 75th St,casual,41.759169318181819,-87.595754424242443,33
South Chicago Ave & Elliot Ave,casual,41.747360219298244,-87.5800471754386,19
Ashland Ave & 50th St,casual,41.80301838475178,-87.664694851063814,94
Bennett Ave & 79th St,casual,41.751793260964924,-87.578500552631581,76
Halsted St & 59th St,member,41.787532407407404,-87.644879537037056,27
Laramie Ave & Kinzie St,member,41.887819064102565,-87.755528935897431,26
Bosworth Ave & Howard St,casual,42.019530008196725,-87.669564545537341,183
Vincennes Ave & 104th St,casual,41.704961749999995,-87.657107472222222,6
Central Ave & Madison St,casual,41.880120045871564,-87.763231989296628,109
Central Ave & Madison St,member,41.880119825757575,-87.76322338744589,154
Carpenter St & 63rd St,casual,41.779884697916678,-87.65091132291667,16
Exchange Ave & 79th St,member,41.75171184895833,-87.552811958333336,32
Halsted St & 63rd St,member,41.779390320662557,-87.644618935969859,94
Phillips Ave & 83rd St,member,41.744528963541676,-87.565062830729161,64
Eggleston Ave & 69th St,member,41.768897692156862,-87.6358732372549,85
Eggleston Ave & 69th St,casual,41.768898969298249,-87.635870692982451,38
Leavitt St & Division St (*),member,41.90299987234043,-87.68380106382979,376
Leavitt St & Division St (*),casual,41.903,-87.6838,18
Stewart Ave & 63rd St (*),casual,41.7798,-87.6348,1
East End Ave & 87th St,casual,41.736810960038333,-87.582805932704971,28
East End Ave & 87th St,member,41.736790347990009,-87.582829741631,26
Lincolnwood Dr & Central St,casual,42.064857914414418,-87.715301704504512,185
Racine Ave & 65th St,member,41.7753998125,-87.654301604166676,8
Damen Ave & 51st St,casual,41.800907369047607,-87.67468676428571,70
Cornell Dr & Hayes Dr,casual,41.780595052631583,-87.5848480263158,323
Greenwood Ave & 97th St,member,41.71871936363636,-87.59698322727273,11
Elizabeth St & 47th St,casual,41.808392414285713,-87.656528685714292,70
HQ QR,casual,41.8899,-87.6803,4
Wentworth Ave & 63rd St,casual,41.780081726909749,-87.629743773497424,104
Wentworth Ave & 63rd St,member,41.78009007909413,-87.629723074206979,67
Wabash Ave & 83rd St,casual,41.743312099637684,-87.622832182971024,92
Avenue O & 118th St,casual,41.681029107843138,-87.537958872549012,17
Cicero Ave & Flournoy St,casual,41.872131670731711,-87.746621300813,41
W Armitage Ave & N Sheffield Ave,member,41.92,-87.65,56
W Armitage Ave & N Sheffield Ave,casual,41.92,-87.65,52
Halsted St & 96th St,casual,41.71972004597702,-87.642945057471266,29
State St & 123rd St,member,41.670664374999994,-87.62275425,4
Wabash Ave & 83rd St,member,41.743314999999996,-87.622830359259254,45
Dauphin Ave & 87th St,casual,41.736499405434408,-87.6012632264918,31
Greenwood Ave & 97th St,casual,41.718715909909911,-87.596990882882892,74
State St & 123rd St,casual,41.670662490404688,-87.622726018944547,17
Halsted St & 104th St,casual,41.70513658695652,-87.6423961231884,23
Evans Ave & 75th St,casual,41.75849159385114,-87.6064144029126,103
Smith Park (*),casual,41.892,-87.6894,27
Prospect Sq & 91st St,member,41.728036821839076,-87.667588678160925,29
Vincennes Ave & 75th St,casual,41.757972953900712,-87.631208283687926,47
Cicero Ave & Quincy St,member,41.877608125,-87.745402031250009,16
Laramie Ave & Gladys Ave,member,41.875804933333328,-87.755287886666679,25
Woodlawn Ave & 75th St,member,41.75918222764227,-87.5957697398374,41
Halsted St & 78th St,member,41.752487,-87.643902,5
Ashland Ave & 63rd St,member,41.779378873015872,-87.66484887301587,21
Kenton Ave & Madison St,member,41.880705601851844,-87.74101779629629,18
Constance Ave & 95th St,casual,41.722138566666658,-87.578973266666665,15
Kostner Ave & Lake St,casual,41.885929127777786,-87.7354073388889,30
Dauphin Ave & 103rd St,casual,41.707292388888895,-87.607677984127,21
May St & 69th St,casual,41.768929764705888,-87.652925882352932,34
Damen Ave & 51st St,member,41.800904809523814,-87.674680428571435,7
Oglesby Ave & 100th St,member,41.71332975,-87.565859833333334,2
Dodge Ave & Main St,member,42.034664477636191,-87.699181717588047,5
HUBBARD ST BIKE CHECKING (LBS-WH-TEST),member,41.889966918439718,-87.680266773049638,47
Walden Pkwy & 100th St,casual,41.712225804616423,-87.66771435246892,24
Eberhart Ave & 131st St,casual,41.658008183333337,-87.610781683333329,10
Stewart Ave & 63rd St,member,41.779839960784315,-87.6347784607843,17
Clyde Ave & 87th St,casual,41.737157269618073,-87.572725198906085,17
Hale Ave & 107th St,casual,41.699232572916671,-87.668852895833339,16
Elizabeth St & 59th St,casual,41.786691,-87.655859,19
Halsted St & 111th St,casual,41.692288009259265,-87.6426945,18
Stony Island Ave & 90th St,casual,41.73139199305556,-87.585809055555558,24
Ada St & 113th St,member,41.68754725,-87.655410499999988,2
Western Ave & 104th St,member,41.704540666666666,-87.6811965,1
Elizabeth St & 59th St,member,41.7866950909091,-87.655877636363641,11
Ashland Ave & 69th St,member,41.768717333333335,-87.664079333333333,15
Homewood Ave & 115th St,member,41.684567559673212,-87.670803125165,4
Ellis Ave & 83rd St,member,41.744129740740746,-87.599053166666678,9
Homewood Ave & 115th St,casual,41.684586583333335,-87.670749833333332,2
Commercial Ave & 130th St,casual,41.659143588888888,-87.550781266666661,15
Laramie Ave & Kinzie St,casual,41.887827251700685,-87.755523585034041,49
Carpenter St & 63rd St,member,41.77987,-87.650919,7
Ashland Ave & 69th St,casual,41.768722788617886,-87.664071524390252,41
Ashland Ave & 73rd St,casual,41.76122525,-87.66336125,8
WATSON TESTING - DIVVY,casual,41.894749059523811,-87.730876333333342,14
Greenwood Ave & 79th St,member,41.751303972222225,-87.597546236111114,12
Major Taylor Trail & 115th St,member,41.684953444444439,-87.645295833333321,9
Eberhart Ave & 91st St,member,41.729265726046542,-87.611799436183688,8
Rhodes Ave & 71st St,member,41.765998461538459,-87.611734525641026,13
Torrence Ave & 126th Pl,casual,41.666300583333332,-87.557175,6
Torrence Ave & 126th Pl,member,41.666312,-87.557215,1
Clyde Ave & 87th St,member,41.737182547619049,-87.572699285714279,7
Summit Ave & 86th St,member,41.73785346296296,-87.644916444444448,9
Cottage Grove Ave & 111th Pl,member,41.691687888888893,-87.609991083333327,6
Stony Island Ave & 90th St,member,41.731368485825591,-87.585765749757144,4
MTL-ECO5.1-01,member,41.9171,-87.7482,3
Damen Ave & Walnut (Lake) St (*),casual,41.886,-87.677,12
Halsted St & 96th St,member,41.719717797479824,-87.642928662615262,13
Jeffery Blvd & 91st St,casual,41.729728361111114,-87.575844305555563,6
Dauphin Ave & 87th St,member,41.736532708333336,-87.601257833333335,8
Vincennes Ave & 104th St,member,41.704940444444446,-87.657083555555559,3
Stewart Ave & 83rd St,member,41.743691541666664,-87.634099458333338,8
Bradley Park,member,41.717861666666664,-87.564645333333331,1
Torrence Ave & 106th St,casual,41.702845450017378,-87.559873133711577,13
Lawndale Ave & 111th St,casual,41.691326142857143,-87.71283445238096,7
Ashland Ave & 74th St,member,41.759196916666667,-87.663487055555549,6
Wentworth Ave & 104th St,casual,41.705349333333331,-87.6289594,5
Western Ave & 111th St,member,41.691243333333333,-87.681275833333331,1
N Green St & W Lake St,casual,41.89,-87.65,3
MTL-ECO5.1-01,casual,41.9171,-87.7482,1
Stewart Ave & 63rd St (*),member,41.7798,-87.6348,3
Loomis Blvd & 84th St,member,41.741510952380956,-87.658412738095237,7
Elizabeth St & 92nd St,member,41.726807833333332,-87.654319,1
Major Taylor Trail & 124th St,casual,41.668709083333333,-87.637188916666659,4
Major Taylor Trail & 124th St,member,41.66872433333333,-87.637225833333332,1
Western Ave & 111th St,casual,41.69123225,-87.681312999999989,4
Wentworth Ave & 104th St,member,41.70538916666667,-87.628893,1
Marshfield Ave & 59th St,member,41.786822,-87.666209999999992,3
N Green St & W Lake St,member,41.89,-87.65,2
Hegewisch Metra Station,member,41.6485,-87.546089,1
Dauphin Ave & 103rd St,member,41.7072865,-87.6076925,2
Racine Ave & 61st St,member,41.7832,-87.6544,2
Halsted St & 111th St,member,41.69229075,-87.642728,2
HUBBARD ST BIKE CHECKING (LBS-WH-TEST),casual,41.890045666666666,-87.680348166666661,1
Eberhart Ave & 131st St,member,41.657977166666669,-87.61079275,2
Michigan Ave & 114th St,member,41.6870105,-87.621163333333328,1
Torrence Ave & 106th St,member,41.7028,-87.559726,1
Halsted St & 104th St,member,41.7051545,-87.6423695,1
Ashland Ave & 73rd St,member,41.761225,-87.663361,1
